0,1,2,3
X,21 Savage & Metro Boomin Featuring Future,2017,hiphop
Jocelyn Flores,XXXTENTACION,2017,hiphop
Element.,Kendrick Lamar,2017,hiphop
Chill Bill,Rob $tone Featuring J. Davi$ & Spooks,2017,hiphop
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2017,hiphop
Wokeuplikethis*,Playboi Carti Featuring Lil Uzi Vert,2017,hiphop
Selfish,PnB Rock,2017,hiphop
I Fall Apart,Post Malone,2017,hiphop
Relationship,Young Thug Featuring Future,2017,hiphop
Gyalchester,Drake,2017,hiphop
Transportin',Kodak Black,2017,hiphop
Selfish,Future Featuring Rihanna,2017,hiphop
B.E.D.,Jacquees,2017,hiphop
Broccoli,D.R.A.M. Featuring Lil Yachty,2017,hiphop
F**k Love,XXXTENTACION Featuring Trippie Redd,2017,hiphop
4 AM,2 Chainz Featuring Travis Scott,2017,hiphop
Neighbors,J. Cole,2017,hiphop
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",2017,hiphop
No Frauds,"Nicki Minaj, Drake & Lil Wayne",2017,hiphop
Sneakin',Drake Featuring 21 Savage,2017,hiphop
Sauce It Up,Lil Uzi Vert,2017,hiphop
Do You Mind,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",2017,hiphop
Prblms,6LACK,2017,hiphop
You Was Right,Lil Uzi Vert,2017,hiphop
Questions,Chris Brown,2017,hiphop
No Complaints,Metro Boomin Featuring Offset & Drake,2017,hiphop
Too Much Sauce,DJ ESCO Featuring Future & Lil Uzi Vert,2017,hiphop
God's Plan,Drake,2018,hiphop
I Like It,"Cardi B, Bad Bunny & J Balvin",2018,hiphop
In My Feelings,Drake,2018,hiphop
Psycho,Post Malone Featuring Ty Dolla $ign,2018,hiphop
Nice For What,Drake,2018,hiphop
Rockstar,Post Malone Featuring 21 Savage,2018,hiphop
Lucid Dreams,Juice WRLD,2018,hiphop
Better Now,Post Malone,2018,hiphop
Finesse,Bruno Mars & Cardi B,2018,hiphop
Boo'd Up,Ella Mai,2018,hiphop
Look Alive,BlocBoy JB Featuring Drake,2018,hiphop
Sad!,XXXTENTACION,2018,hiphop
Yes Indeed,Lil Baby & Drake,2018,hiphop
Taste,Tyga Featuring Offset,2018,hiphop
FEFE,6ix9ine Featuring Nicki Minaj & Murda Beatz,2018,hiphop
MotorSport,"Migos, Nicki Minaj & Cardi B",2018,hiphop
Let You Down,NF,2018,hiphop
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,2018,hiphop
Pray For Me,The Weeknd & Kendrick Lamar,2018,hiphop
Gucci Gang,Lil Pump,2018,hiphop
Sicko Mode,Travis Scott,2018,hiphop
Walk It Talk It,Migos Featuring Drake,2018,hiphop
Him & I,G-Eazy & Halsey,2018,hiphop
Stir Fry,Migos,2018,hiphop
All The Stars,Kendrick Lamar & SZA,2018,hiphop
This Is America,Childish Gambino,2018,hiphop
Nonstop,Drake,2018,hiphop
I Fall Apart,Post Malone,2018,hiphop
Freaky Friday,Lil Dicky Featuring Chris Brown,2018,hiphop
Gummo,6ix9ine,2018,hiphop
Ric Flair Drip,Offset & Metro Boomin,2018,hiphop
Be Careful,Cardi B,2018,hiphop
Plug Walk,Rich The Kid,2018,hiphop
Bartier Cardi,Cardi B Featuring 21 Savage,2018,hiphop
Big Bank,"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",2018,hiphop
Love.,Kendrick Lamar Featuring Zacari,2018,hiphop
Moonlight,XXXTENTACION,2018,hiphop
No Brainer,"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",2018,hiphop
Plain Jane,A$AP Ferg Featuring Nicki Minaj,2018,hiphop
I Get The Bag,Gucci Mane Featuring Migos,2018,hiphop
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",2018,hiphop
Lemon,N*E*R*D & Rihanna,2018,hiphop
Call Out My Name,The Weeknd,2018,hiphop
Bodak Yellow (Money Moves),Cardi B,2018,hiphop
I'm Upset,Drake,2018,hiphop
Trip,Ella Mai,2018,hiphop
Sky Walker,Miguel Featuring Travis Scott,2018,hiphop
Outside Today,YoungBoy Never Broke Again,2018,hiphop
Chun-Li,Nicki Minaj,2018,hiphop
Changes,XXXTENTACION,2018,hiphop
Powerglide,Rae Sremmurd & Juicy J,2018,hiphop
River,Eminem Featuring Ed Sheeran,2018,hiphop
Apes**t,The Carters,2018,hiphop
New Freezer,Rich The Kid Featuring Kendrick Lamar,2018,hiphop
All Girls Are The Same,Juice WRLD,2018,hiphop
I Love It,Kanye West & Lil Pump,2018,hiphop
Drip Too Hard,Lil Baby & Gunna,2018,hiphop
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,2018,hiphop
Mo Bamba,Sheck Wes,2018,hiphop
Japan,Famous Dex,2018,hiphop
Ring,Cardi B Featuring Kehlani,2018,hiphop
Candy Paint,Post Malone,2018,hiphop
Rubbin Off The Paint,YBN Nahmir,2018,hiphop
Pick It Up,Famous Dex Featuring A$AP Rocky,2018,hiphop
Roll In Peace,Kodak Black Featuring XXXTENTACION,2018,hiphop
Young Dumb & Broke,Khalid,2018,hiphop
Medicine,Queen Naija,2018,hiphop
KOD,J. Cole,2018,hiphop
Bank Account,21 Savage,2018,hiphop
Ball For Me,Post Malone Featuring Nicki Minaj,2018,hiphop
Lucky You,Eminem Featuring Joyner Lucas,2018,hiphop
Red Roses,Lil Skies Featuring Landon Cube,2018,hiphop
Betrayed,Lil Xan,2018,hiphop
OTW,"Khalid, Ty Dolla $ign & 6LACK",2018,hiphop
Esskeetit,Lil Pump,2018,hiphop
Everyday,Logic & Marshmello,2018,hiphop
Narcos,Migos,2018,hiphop
Lie,NF,2018,hiphop
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",2018,hiphop
ZEZE,Kodak Black Featuring Travis Scott & Offset,2018,hiphop
Nowadays,Lil Skies Featuring Landon Cube,2018,hiphop
That's On Me,Yella Beezy,2018,hiphop
Killshot,Eminem,2018,hiphop
Codeine Dreaming,Kodak Black Featuring Lil Wayne,2018,hiphop
The Weekend,SZA,2018,hiphop
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2018,hiphop
Drip,Cardi B Featuring Migos,2018,hiphop
No Smoke,YoungBoy Never Broke Again,2018,hiphop
1-800-273-8255,Logic Featuring Alessia Cara & Khalid,2018,hiphop
Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg & Ball Greezy,2018,hiphop
Best Part,Daniel Caesar Featuring H.E.R.,2018,hiphop
Kooda,6ix9ine,2018,hiphop
W O R K I N M E,Quavo,2018,hiphop
Mob Ties,Drake,2018,hiphop
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,2018,hiphop
All Mine,Kanye West,2018,hiphop
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2018,hiphop
Stargazing,Travis Scott,2018,hiphop
Uproar,Lil Wayne,2018,hiphop
F**k Love,XXXTENTACION Featuring Trippie Redd,2018,hiphop
Old Town Road,Lil Nas X Featuring Billy Ray Cyrus,2019,hiphop
Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,2019,hiphop
Talk,Khalid,2019,hiphop
Wow.,Post Malone,2019,hiphop
Truth Hurts,Lizzo,2019,hiphop
Sicko Mode,Travis Scott,2019,hiphop
No Guidance,Chris Brown Featuring Drake,2019,hiphop
Middle Child,J. Cole,2019,hiphop
Going Bad,Meek Mill Featuring Drake,2019,hiphop
Ran$om,Lil Tecca,2019,hiphop
Suge,DaBaby,2019,hiphop
Better,Khalid,2019,hiphop
Goodbyes,Post Malone Featuring Young Thug,2019,hiphop
ZEZE,Kodak Black Featuring Travis Scott & Offset,2019,hiphop
Money In The Grave,Drake Featuring Rick Ross,2019,hiphop
Drip Too Hard,Lil Baby & Gunna,2019,hiphop
Please Me,Cardi B & Bruno Mars,2019,hiphop
Money,Cardi B,2019,hiphop
A Lot,21 Savage,2019,hiphop
Panini,Lil Nas X,2019,hiphop
Thotiana,Blueface,2019,hiphop
Pop Out,Polo G Featuring Lil Tjay,2019,hiphop
Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,2019,hiphop
Pure Water,Mustard & Migos,2019,hiphop
Look Back At It,A Boogie Wit da Hoodie,2019,hiphop
Mo Bamba,Sheck Wes,2019,hiphop
Envy Me,Calboy,2019,hiphop
Act Up,City Girls,2019,hiphop
The London,"Young Thug, J. Cole & Travis Scott",2019,hiphop
Murder On My Mind,YNW Melly,2019,hiphop
Leave Me Alone,Flipp Dinero,2019,hiphop
My Type,Saweetie,2019,hiphop
Worth It,YK Osiris,2019,hiphop
Better Now,Post Malone,2019,hiphop
Close Friends,Lil Baby,2019,hiphop
Clout,Offset Featuring Cardi B,2019,hiphop
Swervin,A Boogie Wit da Hoodie Featuring 6ix9ine,2019,hiphop
Baby,Lil Baby & DaBaby,2019,hiphop
Trip,Ella Mai,2019,hiphop
Shotta Flow,NLE Choppa,2019,hiphop
Cash Shit,Megan Thee Stallion Featuring DaBaby,2019,hiphop
Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign",2019,hiphop
Robbery,Juice WRLD,2019,hiphop
Lucid Dreams,Juice WRLD,2019,hiphop
Go Loko,"YG, Tyga & Jon Z",2019,hiphop
EARFQUAKE,"Tyler, The Creator",2019,hiphop
Good As Hell,Lizzo,2019,hiphop
Girls Need Love,Summer Walker X Drake,2019,hiphop
Mixed Personalities,YNW Melly Featuring Kanye West,2019,hiphop
On Chill,Wale Featuring Jeremih,2019,hiphop
Sanguine Paradise,Lil Uzi Vert,2019,hiphop
Hot,Young Thug Featuring Gunna,2019,hiphop
Put A Date On It,Yo Gotti Featuring Lil Baby,2019,hiphop
Armed And Dangerous,Juice WRLD,2019,hiphop
Press,Cardi B,2019,hiphop
Calling My Spirit,Kodak Black,2019,hiphop
Twerk,City Girls Featuring Cardi B,2019,hiphop
Ballin',Mustard & Roddy Ricch,2019,hiphop
Backin' It Up,Pardison Fontaine Featuring Cardi B,2019,hiphop
Uproar,Lil Wayne,2019,hiphop
Pure Cocaine,Lil Baby,2019,hiphop
Lalala,Y2K & bbno$,2019,hiphop
Wish Wish,DJ Khaled Featuring Cardi B & 21 Savage,2019,hiphop
Time,NF,2019,hiphop
HIGHEST IN THE ROOM,Travis Scott,2019,hiphop
24/7,Meek Mill Featuring Ella Mai,2019,hiphop
Big Ole Freak,Megan Thee Stallion,2019,hiphop
Just Us,DJ Khaled Featuring SZA,2019,hiphop
Before I Let Go,Beyonce,2019,hiphop
Saturday Nights,Khalid & Kane Brown,2019,hiphop
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,2019,hiphop
Arms Around You,XXXTENTACION x Lil Pump Featuring Maluma & Swae Lee,2019,hiphop
Shot Clock,Ella Mai,2019,hiphop
Baby Sitter,DaBaby Featuring Offset,2019,hiphop
Playing Games,Summer Walker,2019,hiphop
BAD!,XXXTENTACION,2019,hiphop
Undecided,Chris Brown,2019,hiphop
Talk To Me,Tory Lanez & Rich The Kid,2019,hiphop
Faucet Failure,Ski Mask The Slump God,2019,hiphop
It's You,Ali Gatie,2019,hiphop
223's,YNW Melly & 9lokknine,2019,hiphop
Bandit,Juice WRLD & YoungBoy Never Broke Again,2019,hiphop
Heat,Chris Brown Featuring Gunna,2019,hiphop
Enemies,Post Malone Featuring DaBaby,2019,hiphop
Homicide,Logic Featuring Eminem,2019,hiphop
Dangerous,Meek Mill Featuring Jeremih & PnB Rock,2019,hiphop
No Stylist,French Montana Featuring Drake,2019,hiphop
Ring,Cardi B Featuring Kehlani,2019,hiphop
F.N,Lil Tjay,2019,hiphop
Juice,Lizzo,2019,hiphop
You,Jacquees,2019,hiphop
Rodeo,Lil Nas X & Cardi B Or Nas,2019,hiphop
Camelot,NLE Choppa,2019,hiphop
Nights Like This,Kehlani Featuring Ty Dolla $ign,2019,hiphop
Tap,NAV Featuring Meek Mill,2019,hiphop
Hot Girl Bummer,blackbear,2019,hiphop
Bad Bad Bad,Young Thug Featuring Lil Baby,2019,hiphop
INTRO,DaBaby,2019,hiphop
Lost In The Fire,Gesaffelstein & The Weeknd,2019,hiphop
I,Lil Skies,2019,hiphop
