0,1,2,3
Father Figure,George Michael,1988,rnb
My Girl,Suave',1988,rnb
Love Will Save the Day,Whitney Houston,1988,rnb
2 A.M.,Teddy Pendergrass,1988,rnb
Two Occasions,The Deele,1988,rnb
You Will Know,Stevie Wonder,1988,rnb
Flirt,Evelyn King,1988,rnb
Lovin' On Next To Nothin',Gladys Knight & The Pips,1988,rnb
Nothing Can Come Between Us,Sade,1988,rnb
My One Temptation,Mica Paris,1988,rnb
Rocket 2 U,The Jets,1988,rnb
Twist and Shout,Salt-N-Pepa,1988,rnb
You Make Me Work,Cameo,1988,rnb
Make It Last Forever,Keith Sweat,1988,rnb
"Sweet, Sweet Love",Vesta Williams,1988,rnb
Monkey,George Michael,1988,rnb
Groove Me,Guy,1988,rnb
I'm Real,James Brown,1988,rnb
Big Fun,Inner City,1988,rnb
Lovey Dovey,Tony Terry,1988,rnb
Run To Me,Angela Winbush,1988,rnb
The Right Stuff,Vanessa Williams,1988,rnb
Thinking of You,"Earth, Wind & Fire",1988,rnb
Keep Risin' To The Top,Doug E. Fresh & The Get Fresh Crew,1988,rnb
That's What Love Is,Miki Howard with Gerald Levert,1988,rnb
Piano in the Dark,Brenda Russell,1988,rnb
Sweet Sensation,Levert,1988,rnb
Pink Cadillac,Natalie Cole,1988,rnb
Shake Your Thang (It's Your Thing),Salt-N-Pepa (featuring E.U.),1988,rnb
Born Not To Know,Tony! Toni! Toné!,1988,rnb
"Wild, Wild West",Kool Moe Dee,1988,rnb
Love Struck,Jesse Johnson,1988,rnb
"Baby, Be Mine",Miki Howard,1988,rnb
"Don't Worry, Be Happy",Bobby McFerrin,1988,rnb
So Emotional,Whitney Houston,1988,rnb
All Of My Love,The Gap Band,1989,rnb
Opposites Attract,Paula Abdul,1989,rnb
Love Saw It,Karyn White,1989,rnb
All Around the World,Lisa Stansfield,1989,rnb
Pump Up the Jam,Technotronic,1989,rnb
Start Of A Romance,Skyy,1989,rnb
Miss You Much,Janet Jackson,1989,rnb
Here and Now,Luther Vandross,1989,rnb
Have You Had Your Love Today,The O'Jays,1989,rnb
Back To Life,Soul II Soul,1989,rnb
Keep On Movin',Soul II Soul,1989,rnb
Oasis,Roberta Flack,1989,rnb
Superwoman,Karyn White,1989,rnb
Rhythm Nation,Janet Jackson,1989,rnb
Ain't Nuthin' In The World,Miki Howard,1989,rnb
Batdance,Prince,1989,rnb
Something In The Way (You Make Me Feel),Stephanie Mills,1989,rnb
Blame It on the Rain,Milli Vanilli,1989,rnb
I Wanna Be Rich,Calloway,1989,rnb
Dreamin',Vanessa Williams,1989,rnb
Real Love,Jody Watley,1989,rnb
It's No Crime,Babyface,1989,rnb
Every Little Step,Bobby Brown,1989,rnb
Shower Me with Your Love,Surface,1989,rnb
Remember (The First Time),Eric Gable,1989,rnb
Lucky Charm,The Boys,1989,rnb
This One's for the Children,New Kids on the Block,1989,rnb
On Our Own,Bobby Brown,1989,rnb
No More Lies,Michel'le,1989,rnb
Miss You Like Crazy,Natalie Cole,1989,rnb
C'mon and Get My Love,D:Mob,1989,rnb
Home,Stephanie Mills,1989,rnb
Just Because,Anita Baker,1989,rnb
Me Myself and I,De La Soul,1989,rnb
Dirty Cash (Money Talks),The Adventures of Stevie V,1989,rnb
Show & Tell,Peabo Bryson,1989,rnb
My First Love,Atlantic Starr,1989,rnb
Closer Than Friends,Surface,1989,rnb
It's The Real Thing,Angela Winbush,1989,rnb
Can You Stand the Rain,New Edition,1989,rnb
Pull Over,Levert,1989,rnb
I'll Be Good to You,Quincy Jones,1989,rnb
Roni,Bobby Brown,1989,rnb
You Are My Everything,Surface,1989,rnb
Straight Up,Paula Abdul,1989,rnb
Get a Life,Soul II Soul,1989,rnb
Don't Make Me Over,Sybil,1989,rnb
Baby Come to Me,Regina Belle,1989,rnb
Don't Take It Personal,Jermaine Jackson,1989,rnb
So Good,Al Jarreau,1989,rnb
Can U Read My Lips,Z'Looke,1989,rnb
Rock Wit'cha,Bobby Brown,1989,rnb
Tender Lover,Babyface,1989,rnb
Turned Away,Chuckii Booker,1989,rnb
Mr. D.J.,"Joyce ""Fenderella"" Irby",1989,rnb
Put Your Mouth on Me,Eddie Murphy,1989,rnb
Heaven Help Me,Deon Estus,1989,rnb
I'll Be There For You,Ashford & Simpson,1989,rnb
Can't Get Over You,Maze featuring Frankie Beverly,1989,rnb
Everything,Jody Watley,1989,rnb
My Fantasy,Teddy Riley,1989,rnb
All I Want Is Forever,"James ""J.T."" Taylor & Regina Belle",1989,rnb
Spend The Night (Ce Soir),The Isley Brothers featuring Ronald Isley,1989,rnb
Secret Rendezvous,Karyn White,1989,rnb
Girl You Know It's True,Milli Vanilli,1989,rnb
Friends,Jody Watley,1989,rnb
Let Go,Sharon Bryant,1989,rnb
She Won't Talk to Me,Luther Vandross,1989,rnb
Two Wrongs (Don't Make It Right),David Peaston,1989,rnb
I Need Your Lovin',Alyson Williams,1989,rnb
The Magic Number/Buddy,De La Soul,1989,rnb
Wild Thing,Tone Loc,1989,rnb
Just Coolin',Levert (featuring Heavy D),1989,rnb
Him Or Me,Today,1989,rnb
Sleep Talk,Alyson Williams,1989,rnb
Whatcha Gonna Do with My Lovin',Inner City,1989,rnb
They Want Money,Kool Moe Dee,1989,rnb
Girl I Got My Eyes on You,Today,1989,rnb
Little Jackie Wants to Be a Star,Lisa Lisa and Cult Jam,1989,rnb
I Like,Guy,1989,rnb
Make It Like It Was,Regina Belle,1989,rnb
For You To Love,Luther Vandross,1989,rnb
Funky Cold Medina,Tone Loc,1989,rnb
This Time,Kiara (with Shanice Wilson),1989,rnb
More Than Friends,Jonathan Butler,1989,rnb
Crucial,New Edition,1989,rnb
Partyman,Prince,1989,rnb
Talk to Myself,Christopher Williams,1989,rnb
If I'm Not Your Lover,Al B. Sure! featuring Slick Rick,1989,rnb
Workin' Overtime,Diana Ross,1989,rnb
Taste Of Your Love,E.U.,1989,rnb
Gotta Get The Money,Levert,1989,rnb
Nothing (That Compares 2 U),The Jacksons,1989,rnb
Sticks And Stones,Grady Harrell,1989,rnb
(Don't U Know) I Love U,Chuckii Booker,1989,rnb
"It Isn't, It Wasn't, It Ain't Never Gonna Be",Aretha Franklin & Whitney Houston,1989,rnb
Knockin' On Heaven's Door,Randy Crawford (featuring Eric Clapton & David Sanborn),1989,rnb
Just Call My Name,Alyson Williams,1989,rnb
I'm That Type of Guy,LL Cool J,1989,rnb
Affair,Cherrelle,1989,rnb
Gonna Make You Sweat (Everybody Dance Now),C+C Music Factory,1990,rnb
All Around The World,Lisa Stansfield,1990,rnb
Spread My Wings,Troop,1990,rnb
I've Been Thinking About You,Londonbeat,1990,rnb
I'm Your Baby Tonight,Whitney Houston,1990,rnb
Vision of Love,Mariah Carey,1990,rnb
Hold On,En Vogue,1990,rnb
Justify My Love,Madonna,1990,rnb
All the Man That I Need,Whitney Houston,1990,rnb
So You Like What You See,Samuelle,1990,rnb
Sadeness (Part I),Enigma,1990,rnb
Where Do We Go From Here,Stacy Lattisaw With Johnny Gill,1990,rnb
Make It Like It Was,Regina Belle,1990,rnb
Tender Lover,Babyface,1990,rnb
Giving You the Benefit,Pebbles,1990,rnb
The First Time,Surface,1990,rnb
Poison,Bell Biv DeVoe,1990,rnb
Get Here,Oleta Adams,1990,rnb
U Can't Touch This,MC Hammer,1990,rnb
Love Takes Time,Mariah Carey,1990,rnb
Sensitivity,Ralph Tresvant,1990,rnb
Love Will Never Do (Without You),Janet Jackson,1990,rnb
Feels Good,Tony! Toni! Toné!,1990,rnb
Escapade,Janet Jackson,1990,rnb
Rub You the Right Way,Johnny Gill,1990,rnb
"Tomorrow (A Better You, Better Me)",Quincy Jones Featuring Tevin Campbell,1990,rnb
Ready or Not,After 7,1990,rnb
Close to You,Maxi Priest,1990,rnb
Rhythm Nation,Janet Jackson,1990,rnb
Thieves in the Temple,Prince,1990,rnb
"My, My, My",Johnny Gill,1990,rnb
Jerk Out,The Time,1990,rnb
Play That Funky Music,Vanilla Ice,1990,rnb
Make You Sweat,Keith Sweat,1990,rnb
Come Back to Me,Janet Jackson,1990,rnb
Can't Stop,After 7,1990,rnb
Love Under New Management,Miki Howard,1990,rnb
It Never Rains (In Southern California),Tony! Toni! Toné!,1990,rnb
Merry Go Round,Keith Sweat,1990,rnb
No More Lies,Michel'le,1990,rnb
Everybody Everybody,Black Box,1990,rnb
This House,Tracie Spencer,1990,rnb
Show Me,Howard Hewett,1990,rnb
The Power,Snap!,1990,rnb
Alright,Janet Jackson,1990,rnb
Why You Get Funky On Me,Today,1990,rnb
Whip Appeal,Babyface,1990,rnb
Pray,MC Hammer,1990,rnb
B.B.D. (I Thought It Was Me)?,Bell Biv DeVoe,1990,rnb
Crazy,The Boys,1990,rnb
You Can't Deny It,Lisa Stansfield,1990,rnb
Lily Was Here,Dave Stewart,1990,rnb
I Don't Know Anybody Else,Black Box,1990,rnb
Slow Motion,Gerald Alston,1990,rnb
The Secret Garden (Sweet Seduction Suite),Quincy Jones/Al B. Sure!/James Ingram/El DeBarge/Barry White,1990,rnb
Lies,En Vogue,1990,rnb
Heaven Knows,Lalah Hathaway,1990,rnb
Iesha,Another Bad Creation,1990,rnb
Have You Seen Her,MC Hammer,1990,rnb
Opposites Attract,Paula Abdul (with The Wild Pair),1990,rnb
Ice Ice Baby,Vanilla Ice,1990,rnb
Do Me!,Bell Biv DeVoe,1990,rnb
Real Love,Skyy,1990,rnb
I'll Be Good To You,Quincy Jones featuring Ray Charles & Chaka Khan,1990,rnb
I'll Give All My Love to You,Keith Sweat,1990,rnb
Let's Get It On,By All Means,1990,rnb
The Blues,Tony! Toni! Toné!,1990,rnb
Innocent,The Whispers,1990,rnb
It's a Shame (My Sister),Monie Love,1990,rnb
What Goes Around,Regina Belle,1990,rnb
Misunderstanding,Al B. Sure!,1990,rnb
Round and Round,Tevin Campbell,1990,rnb
Walk On By,Sybil,1990,rnb
Until You Come Back To M (That's What I'm Gonna Do),Miki Howard,1990,rnb
It's Gonna Be Alright,Ruby Turner,1990,rnb
Don't Wanna Fall in Love,Jane Child,1990,rnb
All I Do Is Think of You,Troop,1990,rnb
All Over You,Freddie Jackson,1990,rnb
Everything You Touch,Smokey Robinson,1990,rnb
Fairweather Friend,Johnny Gill,1990,rnb
I Wanna Get With U,Guy,1990,rnb
Livin' in the Light,Caron Wheeler,1990,rnb
Ghetto Heaven,The Family Stand,1990,rnb
Love Makes Things Happen,Pebbles,1990,rnb
Silky Soul,Maze featuring Frankie Beverly,1990,rnb
My Kinda Girl,Babyface,1990,rnb
Knockin' Boots,Candyman,1990,rnb
Talk to Me,Anita Baker,1990,rnb
My Heart Your Heart,The Whispers,1990,rnb
Tom's Diner,DNA featuring Suzanne Vega,1990,rnb
Good Love,Klymaxx,1990,rnb
It's Time,The Winans,1990,rnb
I Want It Now,Cameo,1990,rnb
Get A Life,Soul II Soul,1990,rnb
Can We Spend Some Time,Surface,1990,rnb
Girls Nite Out,Tyler Collins,1990,rnb
I Need Your Lovin',Alyson Williams,1990,rnb
Crazy,The Boys,1990,rnb
Treat You Right,Luther Vandross,1990,rnb
Mary Had a Little Boy,Snap!,1990,rnb
Black or White,Michael Jackson,1991,rnb
I Love Your Smile,Shanice Wilson,1991,rnb
Love Makes Things Happen,Pebbles,1991,rnb
Love Me Down,Freddie Jackson,1991,rnb
I Wanna Sex You Up,Color Me Badd,1991,rnb
Addictive Love,BeBe & CeCe Winans,1991,rnb
Can't Let Go,Mariah Carey,1991,rnb
I Like the Way (The Kissing Game),Hi-Five,1991,rnb
All The Man That I Need,Whitney Houston,1991,rnb
The First Time,Surface,1991,rnb
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory featuring Freedom Williams,1991,rnb
Power of Love/Love Power,Luther Vandross,1991,rnb
Do Me Again,Freddie Jackson,1991,rnb
Addams Groove,MC Hammer,1991,rnb
Summertime,DJ Jazzy Jeff & the Fresh Prince,1991,rnb
Emotions,Mariah Carey,1991,rnb
Private Line,Gerald Levert,1991,rnb
Diamonds and Pearls,Prince,1991,rnb
Finally,CeCe Peniston,1991,rnb
How Can I Ease the Pain,Lisa Fischer,1991,rnb
I Adore Mi Amor,Color Me Badd,1991,rnb
You Don't Have To Worry,En Vogue,1991,rnb
Romantic,Karyn White,1991,rnb
Running Back To You,Vanessa Williams,1991,rnb
I'll Take You There,BeBe + CeCe Winans (featuring Mavis Staples),1991,rnb
Baby I'm Ready,Levert,1991,rnb
Are You Lonely For Me,Rude Boys,1991,rnb
I Can't Wait Another Minute,Hi-Five,1991,rnb
It's So Hard to Say Goodbye to Yesterday,Boyz II Men,1991,rnb
It Should've Been You,Teddy Pendergrass,1991,rnb
Forever My Lady,Jodeci,1991,rnb
Let the Beat Hit 'Em,Lisa Lisa and Cult Jam,1991,rnb
I'll Give All My Love To You,Keith Sweat,1991,rnb
Tell Me What You Want Me to Do,Tevin Campbell,1991,rnb
I Don't Wanna Cry,Mariah Carey,1991,rnb
I'm Dreamin',Christopher Williams,1991,rnb
Don't Wanna Change The World,Phyllis Hyman,1991,rnb
State of the World,Janet Jackson,1991,rnb
Written All Over Your Face,The Rude Boys,1991,rnb
Call Me,Phil Perry,1991,rnb
Miracle,Whitney Houston,1991,rnb
Someday,Mariah Carey,1991,rnb
After The Dance,Fourplay Featuring El DeBarge,1991,rnb
Can You Stop the Rain,Peabo Bryson,1991,rnb
Men,Gladys Knight,1991,rnb
Main Course,Freddie Jackson,1991,rnb
Put Me In Your Mix,Barry White,1991,rnb
Exclusivity,Damian Dame,1991,rnb
Change,Lisa Stansfield,1991,rnb
Right Down To It,Damian Dame,1991,rnb
I Don't Want To Lose Your Love,B Angie B,1991,rnb
2 Legit 2 Quit,MC Hammer,1991,rnb
Do What I Gotta Do,Ralph Tresvant,1991,rnb
Whatever You Want,Tony! Toni! Toné!,1991,rnb
Special,Vesta,1991,rnb
Motownphilly,Boyz II Men,1991,rnb
Don't Let Me Down,The O'Jays,1991,rnb
Do Me Right,Guy,1991,rnb
Tender Kisses,Tracie Spencer,1991,rnb
The Way I Feel About You,Karyn White,1991,rnb
Uhh Ahh,Boyz II Men,1991,rnb
Only Human,Jeffrey Osborne,1991,rnb
Hold You Tight,Tara Kemp,1991,rnb
Keep It Comin',Keith Sweat,1991,rnb
Feels Like Another One,Patti LaBelle,1991,rnb
Don't Go,En Vogue,1991,rnb
Don't Want to Be a Fool,Luther Vandross,1991,rnb
When Will I See You Smile Again?,Bell Biv DeVoe,1991,rnb
O.P.P.,Naughty by Nature,1991,rnb
Now That We Found Love,Heavy D & the Boyz,1991,rnb
Something in My Heart,Michel'le,1991,rnb
Kissing You,Keith Washington,1991,rnb
Playground,Another Bad Creation,1991,rnb
Brenda's Got a Baby,2Pac,1991,rnb
So Much Love,B Angie B,1991,rnb
Wrap My Body Tight,Johnny Gill,1991,rnb
Love Will Never Do (Without You),Janet Jackson,1991,rnb
All Woman,Lisa Stansfield,1991,rnb
Here We Go,C+C Music Factory,1991,rnb
Optimistic,Sounds Of Blackness,1991,rnb
Gotta Have You,Stevie Wonder,1991,rnb
Gett Off,Prince & The New Power Generation,1991,rnb
Keep On Lovin' Me,The O'Jays,1991,rnb
Giving You All My Love,Chris Walker,1991,rnb
All Season,Levert,1991,rnb
Stone Cold Gentleman,Ralph Tresvant,1991,rnb
It Ain't Over 'Til It's Over,Lenny Kravitz,1991,rnb
With You,Tony Terry,1991,rnb
Never Stop,The Brand New Heavies,1991,rnb
You Showed Me,Salt-N-Pepa,1991,rnb
Housecall (Your Body Can't Lie to Me),Shabba Ranks,1991,rnb
Your Love - Part 2,Keith Sweat,1991,rnb
Backyard,Pebbles With Salt-N-Pepa,1991,rnb
All True Man,Alexander O'Neal,1991,rnb
Just a Touch of Love Everyday,C+C Music Factory,1991,rnb
No Matter What You Do (Young 'N' Strong),Diana Ross & Al B. Sure!,1991,rnb
Emotionally Yours,The O'Jays,1991,rnb
Let's Chill,Guy,1991,rnb
My Heart Is Failing Me,Riff,1991,rnb
Around The Way Girl,LL Cool J,1991,rnb
I Will Always Love You,Whitney Houston,1992,rnb
End of the Road,Boyz II Men,1992,rnb
Save The Best For Last,Vanessa Williams,1992,rnb
Keep It Comin',Keith Sweat,1992,rnb
A Whole New World (Aladdin's Theme),Peabo Bryson & Regina Belle,1992,rnb
Remember The Time,Michael Jackson,1992,rnb
My Lovin' (You're Never Gonna Get It),En Vogue,1992,rnb
Don't Walk Away,Jade,1992,rnb
Baby-Baby-Baby,TLC,1992,rnb
Mr. Wendal,Arrested Development,1992,rnb
Tell Me What You Want Me To Do,Tevin Campbell,1992,rnb
Humpin' Around,Bobby Brown,1992,rnb
Here I Go Again,Glenn Jones,1992,rnb
Ain't Nobody Like You,Miki Howard,1992,rnb
Tennessee,Arrested Development,1992,rnb
Uhh Ahh,Boyz II Men,1992,rnb
Come and Talk to Me,Jodeci,1992,rnb
All Woman,Lisa Stansfield,1992,rnb
People Everyday,Arrested Development,1992,rnb
If I Ever Fall in Love,Shai,1992,rnb
The Best Things in Life Are Free,Luther Vandross & Janet Jackson,1992,rnb
In the Closet,Michael Jackson,1992,rnb
Jump,Kris Kross,1992,rnb
Giving Him Something He Can Feel,En Vogue,1992,rnb
Diamonds And Pearls,Prince & The New Power Generation,1992,rnb
Saving Forever for You,Shanice Wilson,1992,rnb
Reminisce,Mary J. Blige,1992,rnb
Alone With You,Tevin Campbell,1992,rnb
Real Love,Mary J. Blige,1992,rnb
Good Enough,Bobby Brown,1992,rnb
She's Playing Hard to Get,Hi-Five,1992,rnb
7,Prince,1992,rnb
Rump Shaker,Wreckx-N-Effect,1992,rnb
Ain't 2 Proud 2 Beg,TLC,1992,rnb
Can't Let Go,Mariah Carey,1992,rnb
Heal the World,Michael Jackson,1992,rnb
What About Your Friends,TLC,1992,rnb
Do It to Me,Lionel Richie,1992,rnb
You Remind Me,Mary J. Blige,1992,rnb
I Could Use A Little Love (Right Now),Freddie Jackson,1992,rnb
Honey Love,R. Kelly & Public Announcement,1992,rnb
Goodbye,Tevin Campbell,1992,rnb
Who Is It,Michael Jackson,1992,rnb
The Comfort Zone,Vanessa Williams,1992,rnb
I Got a Thang 4 Ya!,Lo-Key?,1992,rnb
Stay,Jodeci,1992,rnb
Ditty,Paperboy,1992,rnb
Don't Be Afraid,Aaron Hall,1992,rnb
Live and Learn,Joe Public,1992,rnb
Masterpiece,Atlantic Starr,1992,rnb
In the Still of the Nite (I'll Remember),Boyz II Men,1992,rnb
Somebody Loves You Baby (You Know Who It Is),Patti LaBelle,1992,rnb
Breakin' My Heart (Pretty Brown Eyes),Mint Condition,1992,rnb
Here We Go Again!,Portrait,1992,rnb
Slow Dance (Hey Mr. DJ),R. Kelly & Public Announcement,1992,rnb
Keep On Walkin',CeCe Peniston,1992,rnb
Warm It Up,Kris Kross,1992,rnb
Give It Up Turn It Loose,En Vogue,1992,rnb
Baby Hold on to Me,Gerald & Eddie Levert,1992,rnb
Right Now,Al B. Sure!,1992,rnb
Forever in Love,Kenny G,1992,rnb
Games,Chuckii Booker,1992,rnb
Love Shoulda Brought You Home,Toni Braxton,1992,rnb
It's Gonna Be a Lovely Day,S.O.U.L. S.Y.S.T.E.M. introducing Michelle Visage,1992,rnb
No Ordinary Love,Sade,1992,rnb
School Me,Gerald Levert,1992,rnb
Love You All My Lifetime,Chaka Khan,1992,rnb
Sweet November,Troop,1992,rnb
Make It Happen,Mariah Carey,1992,rnb
Mr. Loverman,Shabba Ranks,1992,rnb
Black Or White,Michael Jackson,1992,rnb
Insatiable,Prince & The New Power Generation,1992,rnb
I'll Be There,Mariah Carey,1992,rnb
I Got a Man,Positive K,1992,rnb
Someone to Hold,Trey Lorenz,1992,rnb
Give U My Heart,Babyface (Featuring Toni Braxton),1992,rnb
Slow and Sexy,Shabba Ranks,1992,rnb
I Wanna Love You,Jade,1992,rnb
When You've Been Blessed (Feels Like Heaven),Patti LaBelle,1992,rnb
Why Me Baby?,Keith Sweat,1992,rnb
My Kinda Girl,Rude Boys,1992,rnb
They Want EFX,Das EFX,1992,rnb
Love Me,Tracie Spencer,1992,rnb
I Want You,Jody Watley,1992,rnb
The Way I Feel About You,Karyn White,1992,rnb
Pride (In the Name of Love),C+C Music Factory,1992,rnb
The Rush,Luther Vandross,1992,rnb
Money Can't Buy You Love,Ralph Tresvant,1992,rnb
Everlasting Love,Tony Terry,1992,rnb
Silent Prayer,Shanice Wilson,1992,rnb
Flex,Mad Cobra,1992,rnb
It's O.K.,BeBe & CeCe Winans,1992,rnb
Work to Do,Vanessa Williams,1992,rnb
Real Love,Lorenzo,1992,rnb
Something in Common,Bobby Brown & Whitney Houston,1992,rnb
Take Time,Chris Walker,1992,rnb
Kickin' It,After 7,1992,rnb
Just My Luck,Alyson Williams,1992,rnb
She's Got That Vibe,R. Kelly & Public Announcement,1992,rnb
Jump Around,House of Pain,1992,rnb
That's the Way Love Goes,Janet Jackson,1993,rnb
Freak Me,Silk,1993,rnb
Hero,Mariah Carey,1993,rnb
Weak,SWV,1993,rnb
Dreamlover,Mariah Carey,1993,rnb
Just Kickin' It,Xscape,1993,rnb
"Nuthin' But A ""G"" Thang",Dr. Dre & Snoop Dogg,1993,rnb
Whoomp! (There It Is),Tag Team,1993,rnb
Knockin' Da Boots,H-Town,1993,rnb
Gangsta Lean,DRS,1993,rnb
I'm So into You,SWV,1993,rnb
Lately,Jodeci,1993,rnb
Don't Walk Away,Jade,1993,rnb
Another Sad Love Song,Toni Braxton,1993,rnb
Hip Hop Hooray,Naughty by Nature,1993,rnb
Hey Mr. D.J.,Zhane,1993,rnb
If,Janet Jackson,1993,rnb
Breathe Again,Toni Braxton,1993,rnb
I Have Nothing,Whitney Houston,1993,rnb
Can We Talk,Tevin Campbell,1993,rnb
Shoop,Salt-N-Pepa,1993,rnb
I'm Every Woman,Whitney Houston,1993,rnb
Here We Go Again!,Portrait,1993,rnb
Quality Time,Hi-Five,1993,rnb
Anniversary,Tony! Toni! Toné!,1993,rnb
Lose Control,Silk,1993,rnb
Check Yo Self,Ice Cube Featuring Das EFX,1993,rnb
Right Here (Human Nature),SWV,1993,rnb
Again,Janet Jackson,1993,rnb
Getto Jam,Domino,1993,rnb
Show Me Love,Robin S,1993,rnb
Who Am I (What's My Name)?,Snoop Dogg,1993,rnb
Get Away,Bobby Brown,1993,rnb
Sweat (A La La La La Long),Inner Circle,1993,rnb
Good Enough,Bobby Brown,1993,rnb
Comforter,Shai,1993,rnb
Cantaloop,Us3,1993,rnb
Understanding,Xscape,1993,rnb
Baby I'm For Real (Natural High),After 7,1993,rnb
Come Baby Come,K7,1993,rnb
Never Keeping Secrets,Babyface,1993,rnb
Dre Day,Dr. Dre & Snoop Dogg,1993,rnb
Stay,Eternal,1993,rnb
Informer,Snow,1993,rnb
Girl U For Me,Silk,1993,rnb
I Get Around,2Pac,1993,rnb
Mr. Wendal,Arrested Development,1993,rnb
Reminisce,Mary J. Blige,1993,rnb
Something's Goin' On,U.N.V.,1993,rnb
Who Is It,Michael Jackson,1993,rnb
I Can See Clearly Now,Jimmy Cliff,1993,rnb
It Was a Good Day,Ice Cube,1993,rnb
If I Had No Loot,Tony! Toni! Toné!,1993,rnb
"Whoot, There It Is",95 South,1993,rnb
Every Little Thing U Do,Christopher Williams,1993,rnb
Rebirth of Slick (Cool Like Dat),Digable Planets,1993,rnb
So Alone,Men at Large,1993,rnb
Slam,Onyx,1993,rnb
Keep Ya Head Up,2Pac,1993,rnb
Cry for You,Jodeci,1993,rnb
What's My Name?,Snoop Doggy Dogg,1993,rnb
Queen of the Night,Whitney Houston,1993,rnb
One Last Cry,Brian McKnight,1993,rnb
Something in Your Eyes,Bell Biv DeVoe,1993,rnb
Luv 4 Luv,Robin S.,1993,rnb
Sex Me (Parts I & II),R. Kelly,1993,rnb
Alright,Kris Kross,1993,rnb
No Ordinary Love,Sade,1993,rnb
That's The Way Love Is,Bobby Brown,1993,rnb
Love No Limit,Mary J. Blige,1993,rnb
abc-123,Levert,1993,rnb
For The Cool In You,Babyface,1993,rnb
Cry No More,II D Extreme,1993,rnb
I Got A Man,Positive K,1993,rnb
Down with the King,Run-DMC,1993,rnb
I'm in Luv,Joe,1993,rnb
Time and Chance,Color Me Badd,1993,rnb
Kiss Of Life,Sade,1993,rnb
Dedicated,R. Kelly & Public Announcement,1993,rnb
U.N.I.T.Y.,Queen Latifah,1993,rnb
Come Inside,Intro,1993,rnb
Boom! Shake the Room,DJ Jazzy Jeff & the Fresh Prince,1993,rnb
The Floor,Johnny Gill,1993,rnb
Why Is It? (Fuk Dat),Sagat,1993,rnb
Ruffneck,MC Lyte,1993,rnb
Good Ol' Days,Levert,1993,rnb
Baby I'm Yours,Shai,1993,rnb
It's Alright,Chante Moore,1993,rnb
Sweet Thing,Mary J. Blige,1993,rnb
If I Could,Regina Belle,1993,rnb
Never Should've Let You Go,Hi-Five,1993,rnb
Happy Days,Silk,1993,rnb
Dazzey Duks,Duice,1993,rnb
One Woman,Jade,1993,rnb
Little Miracles (Happen Every Day),Luther Vandross,1993,rnb
Love Makes No Sense,Alexander O'Neal,1993,rnb
Sweet On U,Lo-Key?,1993,rnb
It's For You,Shanice,1993,rnb
Pink Cashmere,Prince,1993,rnb
Get It Up,TLC,1993,rnb
I'll Make Love to You,Boyz II Men,1994,rnb
Take a Bow,Madonna,1994,rnb
Creep,TLC,1994,rnb
Bump N' Grind,R. Kelly,1994,rnb
On Bended Knee,Boyz II Men,1994,rnb
Cry For You,Jodeci,1994,rnb
"Any Time, Any Place",Janet Jackson,1994,rnb
Without You,Mariah Carey,1994,rnb
Here Comes the Hotstepper,Ini Kamoze,1994,rnb
Understanding,Xscape,1994,rnb
Back and Forth,Aaliyah,1994,rnb
I Wanna Be Down,Brandy,1994,rnb
The Most Beautiful Girl in the World,Prince,1994,rnb
You Gotta Be,Des'ree,1994,rnb
Stroke You Up,Changing Faces,1994,rnb
If You Love Me,Brownstone,1994,rnb
Before I Let You Go,BLACKstreet,1994,rnb
Whatta Man,Salt-N-Pepa,1994,rnb
Funkdafied,Da Brat,1994,rnb
You Mean the World to Me,Toni Braxton,1994,rnb
Practice What You Preach,Barry White,1994,rnb
I'm Ready,Tevin Campbell,1994,rnb
At Your Best (You Are Love),Aaliyah,1994,rnb
Your Body's Callin',R. Kelly,1994,rnb
I Miss You,Aaron Hall,1994,rnb
Endless Love,Luther Vandross & Mariah Carey,1994,rnb
Groove Thang,Zhane,1994,rnb
Regulate,Warren G & Nate Dogg,1994,rnb
Getto Jam,Domino,1994,rnb
When Can I See You,Babyface,1994,rnb
Never Lie,Immature,1994,rnb
Flava in Ya Ear,Craig Mack,1994,rnb
Anything,SWV,1994,rnb
Feenin',Jodeci,1994,rnb
Sukiyaki,4 P.M.,1994,rnb
Hero,Mariah Carey,1994,rnb
Got Me Waiting,Heavy D & the Boyz,1994,rnb
Willing to Forgive,Aretha Franklin,1994,rnb
Everyday of the Week,Jade,1994,rnb
Treat U Rite,Angela Winbush,1994,rnb
You Want This,Janet Jackson,1994,rnb
U Will Know,Black Men United,1994,rnb
I Swear,All-4-One,1994,rnb
I'm in the Mood,CeCe Peniston,1994,rnb
U Send Me Swingin',Mint Condition,1994,rnb
Tootsee Roll,69 Boyz,1994,rnb
Body & Soul,Anita Baker,1994,rnb
Never Forget You,Mariah Carey,1994,rnb
So Much in Love,All-4-One,1994,rnb
U.N.I.T.Y.,Queen Latifah,1994,rnb
Be Happy,Mary J. Blige,1994,rnb
Because of Love,Janet Jackson,1994,rnb
Fantastic Voyage,Coolio,1994,rnb
Always in My Heart,Tevin Campbell,1994,rnb
I'd Give Anything,Gerald Levert,1994,rnb
Always On My Mind,SWV,1994,rnb
Part Time Lover,H-Town,1994,rnb
